position	smiles	name
neg_B6	O=C(O)CCCCC1CCSS1	zzz
neg_C6	N=C(N)N	zzz
neg_D6	OCC(O)C(O)CO	zzz
neg_E6	CC(=O)NC(CCC(N)=O)C(=O)O	zzz
neg_F6	O=C(O)c1c(O)cccc1	zzz
neg_G6	O=C(O)CCCCCCCC(=O)O	zzz
neg_H6	O=C1OC(CO)C(O)C(O)C1O	zzz
neg_A7	O=C(O)/C=C/c1ccc(O)cc1	zzz
neg_B7	O=C(O)Cc1c[nH]c2c1cccc2	zzz
neg_C7	O=C(O)Cc1ccc(O)cc1	zzz
neg_D7	CC(C)=CCC/C(C)=C/CC/C(C)=C/CO	zzz
neg_E7	O=C(O)c1c(O)c(O)ccc1	zzz
neg_F7	O=C(O)/C=C/C(=O)O	zzz
neg_G7	O=C(O)CCCCCCCC(O)C(O)CCCCCCO	zzz
neg_H7	O=C1OC(C(O)CO)C([O-])=C1O	zzz
neg_A8	Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O	zzz
neg_B8	O=C(CO)C(O)C(O)C(O)CO	zzz
neg_C8	CCCCCCCCCCCCCCCCCCCCCC(=O)O	zzz
neg_D8	CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O	zzz
neg_E8	O=C(CO)C(O)C(O)C(O)CO	zzz
neg_F8	CCCOC(=O)c1ccc(O)cc1	zzz
